Time Stamp,Time Step,Participant ID,Take ID,Mode Message,Gripper PWM,Arm PWM,Object Index,Far Proximity Mode,Close Proximity Mode,Gripping Mode,Holding Object Mode,Haptic Controller Mode,Left Touch,Right Touch,Calibration Arm PWM,Pick Up Map ID,Pick Up Step,Ring Location,Object To Grab,Grab Status,Index Finger X,Index Finger Y,Index Finger Z,Thumb X,Thumb Y,Thumb Z,Pinch Aperture,Controller HitBox X,Controller HitBox Y,Controller HitBox Z,Controller Hitbox Rotation X,Controller Hitbox Rotation Y,Controller Hitbox Rotation Z,Object 0 X,Object 0 Y,Object 0 Z,Object 0 Rotation X,Object 0 Rotation Y,Object 0 Rotation Z,Object 1 X,Object 1 Y,Object 1 Z,Object 1 Rotation X,Object 1 Rotation Y,Object 1 Rotation Z,Object 2 X,Object 2 Y,Object 2 Z,Object 2 Rotation X,Object 2 Rotation Y,Object 2 Rotation Z,Physical Object 0 X,Physical Object 0 Y,Physical Object 0 Z,Physical Object 0 Rotation X,Physical Object 0 Rotation Y,Physical Object 0 Rotation Z,Physical Object 1 X,Physical Object 1 Y,Physical Object 1 Z,Physical Object 1 Rotation X,Physical Object 1 Rotation Y,Physical Object 1 Rotation Z
195590,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926458,0.04358276,-0.3196752,-0.2897072,0.04283247,-0.3203089,0.003098407,0.3753005,0.02842979,0.2676364,-0.01818125,-2.883477E-05,-0.008633412,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195600,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926458,0.04358276,-0.3196752,-0.2897072,0.04283247,-0.3203089,0.003098407,0.3753005,0.02842979,0.2676364,-0.01818125,-2.883477E-05,-0.008633412,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195610,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926458,0.04358276,-0.3196752,-0.2897072,0.04283247,-0.3203089,0.003098407,0.3753005,0.02842979,0.2676364,-0.01818125,-2.883477E-05,-0.008633412,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195620,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926458,0.04359891,-0.3196907,-0.2897056,0.04286024,-0.320308,0.003093769,0.3753029,0.02841879,0.2676394,-0.01824901,-1.923699E-05,-0.008639667,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195630,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926458,0.04359891,-0.3196907,-0.2897056,0.04286024,-0.320308,0.003093769,0.3753029,0.02841879,0.2676394,-0.01824901,-1.923699E-05,-0.008639667,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195640,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.292647,0.04360614,-0.319672,-0.2897226,0.04284967,-0.3203132,0.00308799,0.3753002,0.02840978,0.2676408,-0.01834068,-2.247596E-05,-0.008636043,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195650,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926101,0.04359768,-0.3197136,-0.2897244,0.04283537,-0.3203062,0.00304295,0.375303,0.02842658,0.2676482,-0.01852255,-6.919033E-05,-0.008527877,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195660,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926101,0.04359768,-0.3197136,-0.2897244,0.04283537,-0.3203062,0.00304295,0.375303,0.02842658,0.2676482,-0.01852255,-6.919033E-05,-0.008527877,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195670,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926209,0.04358589,-0.3196821,-0.2897183,0.04285102,-0.3203163,0.003060577,0.3753031,0.02839545,0.2676542,-0.01834657,-3.018781E-05,-0.008569729,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195680,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926373,0.04360994,-0.3196658,-0.2897092,0.0428668,-0.320323,0.0030916,0.3753037,0.02841064,0.2676505,-0.01834173,-2.095904E-05,-0.008625798,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195690,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926458,0.04360911,-0.3196729,-0.2897272,0.0428631,-0.3203372,0.003084746,0.3753026,0.0284056,0.26764,-0.01854276,-7.792005E-05,-0.00856965,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195700,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926458,0.04360911,-0.3196729,-0.2897272,0.0428631,-0.3203372,0.003084746,0.3753026,0.0284056,0.26764,-0.01854276,-7.792005E-05,-0.00856965,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195710,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926454,0.0436031,-0.3196644,-0.2897438,0.04284423,-0.3203388,0.003074047,0.375297,0.02842958,0.2676328,-0.01840213,-7.066991E-05,-0.008609199,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195720,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926454,0.0436031,-0.3196644,-0.2897438,0.04284423,-0.3203388,0.003074047,0.375297,0.02842958,0.2676328,-0.01840213,-7.066991E-05,-0.008609199,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195730,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926451,0.04359636,-0.3196762,-0.2897272,0.04285593,-0.32034,0.003082735,0.3753001,0.02841378,0.2676387,-0.01832683,-3.363398E-05,-0.008593677,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195740,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926451,0.04359636,-0.3196762,-0.2897272,0.04285593,-0.32034,0.003082735,0.3753001,0.02841378,0.2676387,-0.01832683,-3.363398E-05,-0.008593677,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195750,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926451,0.04359636,-0.3196762,-0.2897272,0.04285593,-0.32034,0.003082735,0.3753001,0.02841378,0.2676387,-0.01832683,-3.363398E-05,-0.008593677,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195760,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926527,0.04361461,-0.3196667,-0.2897273,0.04286245,-0.3203452,0.003095847,0.3753005,0.02841428,0.267651,-0.01840777,-5.128038E-05,-0.008615918,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195770,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926527,0.04361461,-0.3196667,-0.2897273,0.04286245,-0.3203452,0.003095847,0.3753005,0.02841428,0.267651,-0.01840777,-5.128038E-05,-0.008615918,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195780,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926507,0.04360895,-0.3196611,-0.2897279,0.04285486,-0.3203453,0.003095072,0.3753047,0.0284027,0.2676558,-0.01812672,-3.490027E-05,-0.008668276,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195790,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926489,0.04360697,-0.3196559,-0.2897196,0.04285673,-0.3203452,0.003101432,0.3753061,0.02840443,0.2676505,-0.01810726,-5.755026E-05,-0.008650327,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195800,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.292644,0.04360566,-0.3196596,-0.2897221,0.04286747,-0.3203509,0.003091907,0.3753028,0.02840628,0.2676468,-0.01799137,-5.936397E-05,-0.008725623,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195810,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.292644,0.04360566,-0.3196596,-0.2897221,0.04286747,-0.3203509,0.003091907,0.3753028,0.02840628,0.2676468,-0.01799137,-5.936397E-05,-0.008725623,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195820,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.292641,0.04361124,-0.3196715,-0.2897274,0.04285851,-0.3203594,0.00308684,0.3753032,0.02839907,0.2676455,-0.01786226,-5.455293E-05,-0.008751912,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195830,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.292641,0.04361124,-0.3196715,-0.2897274,0.04285851,-0.3203594,0.00308684,0.3753032,0.02839907,0.2676455,-0.01786226,-5.455293E-05,-0.008751912,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195840,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926554,0.04361451,-0.3196822,-0.2897273,0.04285184,-0.3203596,0.003100705,0.3752934,0.02840166,0.2676373,-0.01792987,-5.679359E-05,-0.008740459,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195850,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926472,0.04360633,-0.3196698,-0.2897167,0.0428523,-0.3203624,0.003104134,0.3753036,0.02840787,0.2676398,-0.01795332,-3.092067E-05,-0.008747226,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195860,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926529,0.04361568,-0.3196821,-0.289712,0.04286249,-0.3203534,0.003109203,0.3753068,0.02840367,0.2676434,-0.01795732,-4.436527E-05,-0.008758752,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195870,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926509,0.04362445,-0.319673,-0.2897092,0.04286461,-0.3203555,0.003114001,0.3753041,0.02840835,0.2676421,-0.01810451,-3.366075E-05,-0.008674443,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195880,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926509,0.04362445,-0.319673,-0.2897092,0.04286461,-0.3203555,0.003114001,0.3753041,0.02840835,0.2676421,-0.01810451,-3.366075E-05,-0.008674443,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195890,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926494,0.04362687,-0.3196722,-0.2897109,0.04286399,-0.3203532,0.00311127,0.3753042,0.02839836,0.2676459,-0.01795002,-2.705654E-05,-0.008747969,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195900,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926494,0.04362687,-0.3196722,-0.2897109,0.04286399,-0.3203532,0.00311127,0.3753042,0.02839836,0.2676459,-0.01795002,-2.705654E-05,-0.008747969,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
195910,10,103,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.2926564,0.04362507,-0.319684,-0.2897009,0.04285684,-0.3203419,0.0031238,0.3753074,0.02840414,0.2676431,-0.0181078,-6.075423E-06,-0.008643387,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
