Time Stamp,Time Step,Participant ID,Take ID,Mode Message,Gripper PWM,Arm PWM,Object Index,Far Proximity Mode,Close Proximity Mode,Gripping Mode,Holding Object Mode,Haptic Controller Mode,Left Touch,Right Touch,Calibration Arm PWM,Pick Up Map ID,Pick Up Step,Ring Location,Object To Grab,Grab Status,Index Finger X,Index Finger Y,Index Finger Z,Thumb X,Thumb Y,Thumb Z,Pinch Aperture,Controller HitBox X,Controller HitBox Y,Controller HitBox Z,Controller Hitbox Rotation X,Controller Hitbox Rotation Y,Controller Hitbox Rotation Z,Object 0 X,Object 0 Y,Object 0 Z,Object 0 Rotation X,Object 0 Rotation Y,Object 0 Rotation Z,Object 1 X,Object 1 Y,Object 1 Z,Object 1 Rotation X,Object 1 Rotation Y,Object 1 Rotation Z,Object 2 X,Object 2 Y,Object 2 Z,Object 2 Rotation X,Object 2 Rotation Y,Object 2 Rotation Z,Physical Object 0 X,Physical Object 0 Y,Physical Object 0 Z,Physical Object 0 Rotation X,Physical Object 0 Rotation Y,Physical Object 0 Rotation Z,Physical Object 1 X,Physical Object 1 Y,Physical Object 1 Z,Physical Object 1 Rotation X,Physical Object 1 Rotation Y,Physical Object 1 Rotation Z
217130,10,115,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.002709256,0.0388888,-0.26228,-0.006077092,0.04515324,-0.2617862,0.007129478,0.5840034,0.01866687,-0.05617598,0.03777742,0.04084934,-0.00666644,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
217140,10,115,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.002709256,0.0388888,-0.26228,-0.006077092,0.04515324,-0.2617862,0.007129478,0.5840034,0.01866687,-0.05617598,0.03777742,0.04084934,-0.00666644,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
217150,10,115,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.002686311,0.0388887,-0.2622702,-0.006098571,0.04508815,-0.2617885,0.007092863,0.583984,0.01868914,-0.05617075,0.03786925,0.04083335,-0.006704225,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
217160,10,115,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.00263905,0.03894094,-0.2622545,-0.006106503,0.04525134,-0.2617619,0.00721714,0.5839458,0.01869282,-0.05611659,0.03806682,0.04081356,-0.006733123,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
217170,10,115,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.00263905,0.03894094,-0.2622545,-0.006106503,0.04525134,-0.2617619,0.00721714,0.5839458,0.01869282,-0.05611659,0.03806682,0.04081356,-0.006733123,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
217180,10,115,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.00263905,0.03894094,-0.2622545,-0.006106503,0.04525134,-0.2617619,0.00721714,0.5839458,0.01869282,-0.05611659,0.03806682,0.04081356,-0.006733123,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
217190,10,115,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.002657773,0.03896273,-0.2622765,-0.006078575,0.04528333,-0.2617564,0.007205705,0.5839323,0.01869056,-0.05608504,0.03811278,0.04083854,-0.006734425,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
217200,10,115,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.002658685,0.03893864,-0.2623021,-0.006082903,0.04522926,-0.2617769,0.007181435,0.5839326,0.01868299,-0.05609125,0.0380393,0.04082899,-0.00672513,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
217210,10,115,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.002658685,0.03893864,-0.2623021,-0.006082903,0.04522926,-0.2617769,0.007181435,0.5839326,0.01868299,-0.05609125,0.0380393,0.04082899,-0.00672513,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
217220,10,115,2,-1,34,40,-1,False,False,False,False,Standby Mode,False,False,20,1,0,,-1,,-0.002718922,0.03895037,-0.2623084,-0.006162846,0.0451372,-0.2617751,0.007100839,0.5839647,0.01868009,-0.056184,0.03794489,0.04082356,-0.006691762,0.0632,1.259,0,0,0,0,-0.0205,1.259,0,0,0,0,-0.1115,1.259,0,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
