Time Stamp,Time Step,Participant ID,Take ID,Mode Message,Gripper PWM,Arm PWM,Object Index,Far Proximity Mode,Close Proximity Mode,Gripping Mode,Holding Object Mode,Speed Mode,Haptic Controller Mode,Left Touch,Right Touch,Calibration Arm PWM,Traversal Map ID,Traversal Step,Ring To Move From,Ring To Move To,Index Finger X,Index Finger Y,Index Finger Z,Thumb X,Thumb Y,Thumb Z,Pinch Aperture,Controller HitBox X,Controller HitBox Y,Controller HitBox Z,Controller Hitbox Rotation X,Controller Hitbox Rotation Y,Controller Hitbox Rotation Z,Cube 0 X,Cube 0 Y,Cube 0 Z,Cube 0 Rotation X,Cube 0 Rotation Y,Cube 0 Rotation Z,Cube 1 X,Cube 1 Y,Cube 1 Z,Cube 1 Rotation X,Cube 1 Rotation Y,Cube 1 Rotation Z,Physical Object 0 X,Physical Object 0 Y,Physical Object 0 Z,Physical Object 0 Rotation X,Physical Object 0 Rotation Y,Physical Object 0 Rotation Z,Physical Object 1 X,Physical Object 1 Y,Physical Object 1 Z,Physical Object 1 Rotation X,Physical Object 1 Rotation Y,Physical Object 1 Rotation Z
152390,10,3,3,2,22,50,-1,False,False,False,False,Fast,Constant-Contact Step Mode,False,False,50,3,0,0,0,-0.2073297,0.4419006,-0.194396,-0.2332626,0.4451878,-0.2316857,0.04553943,-0.2222572,0.4381111,-0.213784,-0.005921982,-0.4649278,0.000587447,-0.4409525,0.3181301,-0.2163567,9.55679E-07,0.9671297,1.040443E-07,-0.1409656,0.3181301,-0.2191721,-2.24539E-06,0.9671297,6.129574E-07,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
152400,10,3,3,2,22,50,-1,False,False,False,False,Fast,Constant-Contact Step Mode,False,False,50,3,0,0,0,-0.207356,0.4420779,-0.1943468,-0.2332557,0.4452466,-0.2316888,0.045555,-0.2223881,0.4383519,-0.2137937,-0.005645372,-0.4649771,0.0008852751,-0.4409525,0.3181301,-0.2163567,9.55679E-07,0.9671297,1.040443E-07,-0.1409656,0.3181301,-0.2191721,-2.24539E-06,0.9671297,6.129574E-07,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
152410,10,3,3,2,22,50,-1,False,False,False,False,Fast,Constant-Contact Step Mode,False,False,50,3,0,0,0,-0.207356,0.4420779,-0.1943468,-0.2332557,0.4452466,-0.2316888,0.045555,-0.2223881,0.4383519,-0.2137937,-0.005645372,-0.4649771,0.0008852751,-0.4409525,0.3181301,-0.2163567,9.55679E-07,0.9671297,1.040443E-07,-0.1409656,0.3181301,-0.2191721,-2.24539E-06,0.9671297,6.129574E-07,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
152420,10,3,3,2,22,50,-1,False,False,False,False,Fast,Constant-Contact Step Mode,False,False,50,3,0,0,0,-0.2074139,0.4423697,-0.1943577,-0.2333475,0.4454026,-0.2316457,0.04552078,-0.2224628,0.4387712,-0.2136704,-0.005308783,-0.4653369,0.001103684,-0.4409525,0.3181301,-0.2163567,9.55679E-07,0.9671297,1.040443E-07,-0.1409656,0.3181301,-0.2191721,-2.24539E-06,0.9671297,6.129574E-07,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
152430,10,3,3,2,22,50,-1,False,False,False,False,Fast,Constant-Contact Step Mode,False,False,50,3,0,0,0,-0.2074139,0.4423697,-0.1943577,-0.2333475,0.4454026,-0.2316457,0.04552078,-0.2224628,0.4387712,-0.2136704,-0.005308783,-0.4653369,0.001103684,-0.4409525,0.3181301,-0.2163567,9.55679E-07,0.9671297,1.040443E-07,-0.1409656,0.3181301,-0.2191721,-2.24539E-06,0.9671297,6.129574E-07,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
152440,10,3,3,2,22,50,-1,False,False,False,False,Fast,Constant-Contact Step Mode,False,False,50,3,0,0,0,-0.2074139,0.4423697,-0.1943577,-0.2333475,0.4454026,-0.2316457,0.04552078,-0.2224628,0.4387712,-0.2136704,-0.005308783,-0.4653369,0.001103684,-0.4409525,0.3181301,-0.2163567,9.55679E-07,0.9671297,1.040443E-07,-0.1409656,0.3181301,-0.2191721,-2.24539E-06,0.9671297,6.129574E-07,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
152450,10,3,3,2,22,50,-1,False,False,False,False,Fast,Constant-Contact Step Mode,False,False,50,3,0,0,0,-0.2072943,0.4425427,-0.1943788,-0.233263,0.4456357,-0.2317304,0.04559697,-0.2221981,0.4386869,-0.2137812,-0.006373066,-0.465191,0.0007647738,-0.4409525,0.3181301,-0.2163567,9.55679E-07,0.9671297,1.040443E-07,-0.1409656,0.3181301,-0.2191721,-2.24539E-06,0.9671297,6.129574E-07,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
152460,10,3,3,2,22,50,-1,False,False,False,False,Fast,Constant-Contact Step Mode,False,False,50,3,0,0,0,-0.2072943,0.4425427,-0.1943788,-0.233263,0.4456357,-0.2317304,0.04559697,-0.2221981,0.4386869,-0.2137812,-0.006373066,-0.465191,0.0007647738,-0.4409525,0.3181301,-0.2163567,9.55679E-07,0.9671297,1.040443E-07,-0.1409656,0.3181301,-0.2191721,-2.24539E-06,0.9671297,6.129574E-07,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
152470,10,3,3,2,22,50,-1,False,False,False,False,Fast,Constant-Contact Step Mode,False,False,50,3,0,0,0,-0.2072943,0.4425427,-0.1943788,-0.233263,0.4456357,-0.2317304,0.04559697,-0.2221981,0.4386869,-0.2137812,-0.006373066,-0.465191,0.0007647738,-0.4409525,0.3181301,-0.2163567,9.55679E-07,0.9671297,1.040443E-07,-0.1409656,0.3181301,-0.2191721,-2.24539E-06,0.9671297,6.129574E-07,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
152480,10,3,3,2,22,50,-1,False,False,False,False,Fast,Constant-Contact Step Mode,False,False,50,3,0,0,0,-0.207246,0.4425846,-0.1944897,-0.2332125,0.4456906,-0.2318065,0.0455681,-0.2220883,0.4387905,-0.2137767,-0.00648688,-0.4650396,0.000872654,-0.4409525,0.3181301,-0.2163567,9.55679E-07,0.9671297,1.040443E-07,-0.1409656,0.3181301,-0.2191721,-2.24539E-06,0.9671297,6.129574E-07,0.1286101,0.1094603,-0.2111016,0,0,0,0.1286101,0.1094603,-0.2111016,0,0,0
